"","city","gender"
"9091","Belfast","F"
"9092","Coventry","F"
"9093","Plymouth","F"
"9094","Chatham","F"
"9095","Dundee","F"
"9096","Coventry","U"
"9097","Crawley","F"
"9098","Burnley","F"
"9099","Newcastle","U"
"9100","Dundee","F"
"9101","Aldershot","F"
"9102","Nottingham","U"
"9103","Aldershot","U"
"9104","Chatham","F"
"9105","Birmingham","F"
"9106","Birmingham","F"
"9107","Bristol","F"
"9108","Gloucester","F"
"9109","Crawley","U"
"9110","Northampton","F"
"9111","Preston","F"
"9112","Cambridge","F"
"9113","Leeds","F"
"9114","London","F"
"9115","Telford","M"
"9116","Doncaster","U"
"9117","Belfast","F"
"9118","Chatham","U"
"9119","Norwich","F"
"9120","Mansfield","F"
"9121","Leicester","F"
"9122","Southend","F"
"9123","Telford","M"
"9124","Doncaster","F"
"9125","","F"
"9126","Edinburgh","F"
"9127","Bradford","M"
"9128","Bristol","U"
"9129","Swindon","F"
"9130","Manchester","F"
"9131","Doncaster","F"
"9132","Doncaster","U"
"9133","Leeds","U"
"9134","Derby","U"
"9135","Northampton","F"
"9136","Peterborough","F"
"9137","National Average","U"
"9138","Huddersfield","F"
"9139","Slough","F"
"9140","Derby","F"
"9141","Newcastle","F"
"9142","Belfast","F"
"9143","Birmingham","U"
"9144","Manchester","F"
"9145","Stoke","U"
"9146","Aberdeen","F"
"9147","Southend","M"
"9148","Bristol","M"
"9149","Leeds","F"
"9150","Crawley","U"
"9151","Northampton","U"
"9152","Hull","F"
"9153","","U"
"9154","Cambridge","F"
"9155","Chatham","F"
"9156","Norwich","F"
"9157","Chatham","F"
"9158","Slough","F"
"9159","Ipswich","U"
"9160","Cambridge","F"
"9161","Aberdeen","F"
"9162","Reading","F"
"9163","Birkenhead","F"
"9164","Norwich","U"
"9165","Birkenhead","F"
"9166","Basildon","U"
"9167","Mansfield","F"
"9168","Sheffield","F"
"9169","Sheffield","F"
"9170","Blackburn","F"
"9171","Swindon","F"
"9172","Aldershot","F"
"9173","Southampton","U"
"9174","Peterborough","F"
"9175","Huddersfield","M"
"9176","Burnley","F"
"9177","Huddersfield","U"
"9178","Derby","M"
"9179","Bradford","F"
"9180","Basildon","F"
"9181","Newcastle","F"
"9182","Sunderland","F"
"9183","Milton Keynes","F"
"9184","Crawley","F"
"9185","Edinburgh","F"
"9186","Sheffield","M"
"9187","Leeds","F"
"9188","Crawley","F"
"9189","Southend","F"
"9190","Reading","F"
"9191","Brighton","F"
"9192","Plymouth","F"
"9193","Bristol","F"
"9194","Portsmouth","F"
"9195","Gloucester","F"
"9196","Bournemouth","F"
"9197","Birkenhead","M"
"9198","Birmingham","F"
"9199","Stoke","F"
"9200","Exeter","F"
"9201","Nottingham","U"
"9202","Stoke","F"
"9203","Nottingham","F"
"9204","Sheffield","F"
"9205","Crawley","F"
"9206","Sunderland","M"
"9207","Cambridge","F"
"9208","Newport","F"
"9209","Blackburn","F"
"9210","Wakefield","F"
"9211","Derby","U"
"9212","Blackpool","F"
"9213","Middlesbrough","F"
"9214","Edinburgh","F"
"9215","Manchester","F"
"9216","Doncaster","F"
"9217","Crawley","F"
"9218","Manchester","U"
"9219","Swindon","F"
"9220","Slough","M"
"9221","Exeter","U"
"9222","Huddersfield","F"
"9223","Milton Keynes","U"
"9224","Brighton","F"
"9225","Birkenhead","F"
"9226","Middlesbrough","F"
"9227","Milton Keynes","F"
"9228","Preston","F"
"9229","Aldershot","U"
"9230","Stoke","U"
"9231","Middlesbrough","F"
"9232","","U"
"9233","Blackburn","F"
"9234","Aberdeen","F"
"9235","Cambridge","F"
"9236","Peterborough","F"
"9237","Aberdeen","M"
"9238","Birkenhead","U"
"9239","Wakefield","F"
"9240","Wakefield","M"
"9241","Basildon","F"
"9242","Blackpool","F"
"9243","Huddersfield","F"
"9244","Gloucester","F"
"9245","Gloucester","M"
"9246","Northampton","F"
"9247","Swindon","F"
"9248","Cambridge","F"
"9249","Newport","F"
"9250","Telford","F"
"9251","Swindon","U"
"9252","Basildon","M"
"9253","York","U"
"9254","Newcastle","U"
"9255","Portsmouth","U"
"9256","Leicester","U"
"9257","Glasgow","F"
"9258","Bristol","M"
"9259","National Average","F"
"9260","National Average","F"
"9261","Blackpool","U"
"9262","Stoke","F"
"9263","Peterborough","U"
"9264","Aldershot","M"
"9265","Doncaster","F"
"9266","Huddersfield","F"
"9267","National Average","U"
"9268","Gloucester","U"
"9269","Edinburgh","F"
"9270","Newcastle","F"
"9271","Blackburn","F"
"9272","Doncaster","F"
"9273","Bristol","F"
"9274","Huddersfield","F"
"9275","Birkenhead","F"
"9276","Mansfield","M"
"9277","Birmingham","U"
"9278","Liverpool","F"
"9279","Milton Keynes","F"
"9280","Preston","F"
"9281","Swindon","F"
"9282","Leicester","U"
"9283","Derby","U"
"9284","Dundee","F"
"9285","Dundee","U"
"9286","Belfast","F"
"9287","Coventry","U"
"9288","Chatham","F"
"9289","Basildon","F"
"9290","Middlesbrough","F"
"9291","Coventry","U"
"9292","Swindon","M"
"9293","Brighton","F"
"9294","Oxford","U"
"9295","Portsmouth","M"
"9296","Basildon","F"
"9297","Swindon","F"
"9298","Glasgow","F"
"9299","Crawley","F"
"9300","Derby","U"
"9301","Leeds","F"
"9302","Oxford","M"
"9303","Preston","F"
"9304","Southend","F"
"9305","Plymouth","F"
"9306","Leicester","F"
"9307","Aldershot","F"
"9308","Coventry","U"
"9309","Barnsley","U"
"9310","Huddersfield","F"
"9311","Middlesbrough","F"
"9312","Coventry","F"
"9313","London","F"
"9314","Sunderland","F"
"9315","Bournemouth","F"
"9316","Manchester","F"
"9317","Blackburn","F"
"9318","Bristol","F"
"9319","","F"
"9320","Blackpool","U"
"9321","Birkenhead","M"
"9322","Barnsley","F"
"9323","Hull","U"
"9324","Nottingham","U"
"9325","Plymouth","F"
"9326","Plymouth","F"
"9327","Basildon","F"
"9328","Blackpool","F"
"9329","Mansfield","F"
"9330","Southampton","F"
"9331","Southend","U"
"9332","Derby","U"
"9333","Brighton","F"
"9334","Leicester","M"
"9335","Aldershot","F"
"9336","Chatham","F"
"9337","Southend","F"
"9338","Derby","F"
"9339","","U"
"9340","Cardiff","F"
"9341","Middlesbrough","F"
"9342","Blackpool","U"
"9343","Swindon","F"
"9344","Coventry","F"
"9345","Middlesbrough","U"
"9346","Southampton","F"
"9347","Basildon","U"
"9348","Dundee","F"
"9349","Reading","F"
"9350","Bradford","U"
"9351","Hull","M"
"9352","Coventry","U"
"9353","Leeds","M"
"9354","Telford","F"
"9355","Bournemouth","F"
"9356","Leeds","F"
"9357","Nottingham","M"
"9358","Milton Keynes","M"
"9359","Coventry","U"
"9360","Newport","M"
"9361","Plymouth","M"
"9362","Newport","F"
"9363","Telford","U"
"9364","Glasgow","F"
"9365","Derby","F"
"9366","Blackburn","F"
"9367","Chatham","F"
"9368","Leicester","M"
"9369","Peterborough","F"
"9370","Swansea","F"
"9371","Milton Keynes","F"
"9372","Edinburgh","M"
"9373","","F"
"9374","Derby","F"
"9375","Swansea","F"
"9376","Swindon","U"
"9377","Cambridge","F"
"9378","Swindon","F"
"9379","Derby","F"
"9380","Portsmouth","F"
"9381","Preston","F"
"9382","Nottingham","F"
"9383","Leicester","F"
"9384","Cardiff","U"
"9385","Oxford","F"
"9386","Birmingham","U"
"9387","Aldershot","U"
"9388","Brighton","F"
"9389","Newport","F"
"9390","Peterborough","F"
"9391","Dundee","F"
"9392","Milton Keynes","F"
"9393","Oxford","F"
"9394","London","F"
"9395","Oxford","F"
"9396","Wakefield","F"
"9397","Barnsley","F"
"9398","Aberdeen","F"
"9399","Portsmouth","F"
"9400","Milton Keynes","M"
"9401","Edinburgh","F"
"9402","Birmingham","F"
"9403","Wakefield","F"
"9404","Southampton","U"
"9405","Southend","M"
"9406","Swansea","U"
"9407","Chatham","M"
"9408","Exeter","F"
"9409","Glasgow","U"
"9410","Plymouth","U"
"9411","Birmingham","U"
"9412","Manchester","F"
"9413","Northampton","M"
"9414","Cambridge","M"
"9415","Hull","F"
"9416","Norwich","F"
"9417","Peterborough","F"
"9418","Preston","F"
"9419","Exeter","F"
"9420","Edinburgh","M"
"9421","Southampton","M"
"9422","Northampton","M"
"9423","Doncaster","F"
"9424","Birkenhead","F"
"9425","Ipswich","U"
"9426","Gloucester","F"
"9427","Bradford","U"
"9428","National Average","U"
"9429","Bradford","F"
"9430","Nottingham","U"
"9431","Peterborough","F"
"9432","Bradford","U"
"9433","Wakefield","F"
"9434","Stoke","F"
"9435","Bradford","F"
"9436","Sunderland","F"
"9437","Newcastle","F"
"9438","Derby","F"
"9439","Southend","F"
"9440","Blackburn","U"
"9441","Doncaster","F"
"9442","Portsmouth","F"
"9443","Telford","F"
"9444","Cardiff","M"
"9445","Belfast","F"
"9446","Leicester","U"
"9447","Plymouth","F"
"9448","Chatham","F"
"9449","","F"
"9450","Middlesbrough","F"
"9451","Sheffield","M"
"9452","Leeds","F"
"9453","Chatham","F"
"9454","Aldershot","F"
"9455","Reading","F"
"9456","Swansea","F"
"9457","Southend","F"
"9458","Mansfield","U"
"9459","Cambridge","F"
"9460","Newport","F"
"9461","Bristol","F"
"9462","National Average","U"
"9463","Newcastle","F"
"9464","Nottingham","F"
"9465","Cambridge","F"
"9466","Sunderland","F"
"9467","Liverpool","F"
"9468","Birmingham","F"
"9469","Slough","U"
"9470","Bournemouth","F"
"9471","Ipswich","F"
"9472","Derby","U"
"9473","Reading","F"
"9474","Slough","F"
"9475","Belfast","F"
"9476","Edinburgh","F"
"9477","London","F"
"9478","Slough","M"
"9479","Mansfield","F"
"9480","Plymouth","F"
"9481","Sheffield","F"
"9482","Swansea","F"
"9483","Coventry","F"
"9484","Wakefield","F"
"9485","Aberdeen","F"
"9486","Swindon","F"
"9487","Reading","F"
"9488","Portsmouth","F"
"9489","Peterborough","F"
"9490","Ipswich","M"
"9491","Southend","M"
"9492","Wakefield","F"
"9493","Bradford","F"
"9494","Southend","F"
"9495","Exeter","F"
"9496","Leeds","F"
"9497","Norwich","F"
"9498","Milton Keynes","F"
"9499","Gloucester","U"
"9500","Crawley","F"
"9501","Blackpool","F"
"9502","Bristol","F"
"9503","Blackburn","U"
"9504","Blackpool","F"
"9505","Northampton","F"
"9506","Swindon","F"
"9507","Brighton","F"
"9508","Oxford","F"
"9509","Leeds","F"
"9510","Belfast","M"
"9511","Chatham","F"
"9512","Blackpool","F"
"9513","Mansfield","F"
"9514","Norwich","F"
"9515","Telford","F"
"9516","Newcastle","F"
"9517","Bradford","U"
"9518","Sunderland","U"
"9519","Aldershot","F"
"9520","Leicester","F"
"9521","Leeds","F"
"9522","Huddersfield","U"
"9523","National Average","F"
"9524","Aldershot","F"
"9525","Dundee","F"
"9526","Telford","F"
"9527","Dundee","F"
"9528","National Average","U"
"9529","Reading","M"
"9530","Milton Keynes","F"
"9531","Peterborough","F"
"9532","Manchester","F"
"9533","Oxford","F"
"9534","Southampton","U"
"9535","National Average","M"
"9536","Glasgow","F"
"9537","Basildon","F"
"9538","Leicester","F"
"9539","London","F"
"9540","Newport","F"
"9541","Doncaster","F"
"9542","Burnley","F"
"9543","Reading","F"
"9544","Brighton","F"
"9545","Middlesbrough","F"
"9546","Middlesbrough","U"
"9547","Bournemouth","U"
"9548","Barnsley","U"
"9549","Swansea","U"
"9550","Telford","F"
"9551","Swindon","M"
"9552","Stoke","F"
"9553","Mansfield","U"
"9554","Coventry","F"
"9555","Aberdeen","F"
"9556","Ipswich","F"
"9557","Middlesbrough","F"
"9558","","U"
"9559","Brighton","F"
"9560","Burnley","M"
"9561","Milton Keynes","F"
"9562","Blackpool","F"
"9563","Coventry","F"
"9564","Burnley","M"
"9565","Chatham","F"
"9566","Bradford","F"
"9567","Leeds","F"
"9568","Coventry","U"
"9569","Newport","F"
"9570","Nottingham","U"
"9571","Oxford","F"
"9572","Birmingham","F"
"9573","Birkenhead","F"
"9574","Belfast","F"
"9575","Norwich","U"
"9576","","F"
"9577","Glasgow","F"
"9578","Sunderland","M"
"9579","Peterborough","M"
"9580","Southampton","F"
"9581","Birmingham","F"
"9582","National Average","F"
"9583","Doncaster","F"
"9584","Newcastle","U"
"9585","Doncaster","F"
"9586","Burnley","M"
"9587","Cardiff","F"
"9588","Bradford","U"
"9589","Manchester","F"
"9590","National Average","F"
"9591","Leicester","F"
"9592","","U"
"9593","Hull","F"
"9594","Aberdeen","F"
"9595","Coventry","U"
"9596","Newcastle","F"
"9597","Manchester","F"
"9598","Reading","F"
"9599","Exeter","U"
"9600","Northampton","F"
"9601","Dundee","F"
"9602","Preston","F"
"9603","Dundee","F"
"9604","Mansfield","F"
"9605","Milton Keynes","F"
"9606","Leicester","F"
"9607","Northampton","F"
"9608","Slough","M"
"9609","Stoke","U"
"9610","London","F"
"9611","Birmingham","F"
"9612","Dundee","F"
"9613","Burnley","F"
"9614","Telford","F"
"9615","Crawley","F"
"9616","Norwich","F"
"9617","Edinburgh","F"
"9618","Crawley","M"
"9619","Burnley","F"
"9620","Swansea","F"
"9621","Basildon","F"
"9622","Glasgow","F"
"9623","Birmingham","M"
"9624","Southend","F"
"9625","Stoke","M"
"9626","Stoke","M"
"9627","Milton Keynes","F"
"9628","Edinburgh","U"
"9629","Swansea","F"
"9630","Telford","F"
"9631","Telford","U"
"9632","Hull","F"
"9633","Belfast","F"
"9634","Hull","F"
"9635","Crawley","F"
"9636","Stoke","F"
"9637","London","F"
"9638","Liverpool","F"
"9639","Bournemouth","M"
"9640","Cardiff","U"
"9641","Blackburn","F"
"9642","Basildon","M"
"9643","Cardiff","F"
"9644","Exeter","F"
"9645","Newcastle","F"
"9646","Edinburgh","F"
"9647","Huddersfield","U"
"9648","Bradford","F"
"9649","Newport","U"
"9650","Ipswich","U"
"9651","Stoke","U"
"9652","Crawley","F"
"9653","Aberdeen","F"
"9654","Dundee","F"
"9655","National Average","F"
"9656","Ipswich","F"
"9657","Chatham","U"
"9658","Exeter","F"
"9659","Hull","U"
"9660","Plymouth","F"
"9661","Crawley","F"
"9662","Preston","U"
"9663","Leeds","F"
"9664","Telford","U"
"9665","Basildon","F"
"9666","Sunderland","U"
"9667","Glasgow","F"
"9668","Manchester","U"
"9669","Birmingham","F"
"9670","Glasgow","F"
"9671","Belfast","M"
"9672","Wakefield","F"
"9673","Stoke","F"
"9674","Reading","F"
"9675","Sheffield","U"
"9676","Derby","U"
"9677","Brighton","F"
"9678","Preston","F"
"9679","Wakefield","F"
"9680","Norwich","M"
"9681","Swindon","U"
"9682","Sheffield","F"
"9683","Sheffield","F"
"9684","Edinburgh","M"
"9685","","F"
"9686","Preston","M"
"9687","Southend","F"
"9688","Gloucester","F"
"9689","Swansea","F"
"9690","Southampton","F"
"9691","Cambridge","F"
"9692","","F"
"9693","Ipswich","F"
"9694","Brighton","F"
"9695","Stoke","F"
"9696","Doncaster","F"
"9697","Aldershot","U"
"9698","Glasgow","F"
"9699","Birkenhead","F"
"9700","Brighton","F"
"9701","Plymouth","M"
"9702","Burnley","U"
"9703","Newport","F"
"9704","Northampton","U"
"9705","York","F"
"9706","Crawley","U"
"9707","Newport","U"
"9708","Brighton","F"
"9709","Leicester","F"
"9710","Sunderland","F"
"9711","Hull","U"
"9712","Birmingham","F"
"9713","Belfast","U"
"9714","Bristol","F"
"9715","Peterborough","U"
"9716","Northampton","F"
"9717","Gloucester","F"
"9718","Stoke","F"
"9719","Sheffield","F"
"9720","","F"
"9721","Liverpool","U"
"9722","Liverpool","M"
"9723","Crawley","F"
"9724","Glasgow","F"
"9725","Telford","F"
"9726","Wakefield","F"
"9727","Reading","M"
"9728","Southend","F"
"9729","Sunderland","F"
"9730","Milton Keynes","M"
"9731","Portsmouth","U"
"9732","Glasgow","F"
"9733","Milton Keynes","F"
"9734","Coventry","F"
"9735","Dundee","F"
"9736","Middlesbrough","M"
"9737","Sunderland","F"
"9738","Bournemouth","M"
"9739","Aldershot","F"
"9740","Gloucester","M"
"9741","Southend","F"
"9742","Preston","M"
"9743","Liverpool","F"
"9744","Peterborough","U"
"9745","Portsmouth","U"
"9746","Sunderland","F"
"9747","Southampton","F"
"9748","Telford","F"
"9749","Northampton","F"
"9750","Ipswich","F"
"9751","Middlesbrough","U"
"9752","Exeter","F"
"9753","Newport","U"
"9754","Birmingham","M"
"9755","Derby","F"
"9756","Cardiff","F"
"9757","Bradford","F"
"9758","Wakefield","U"
"9759","Derby","M"
"9760","Birmingham","F"
"9761","Swansea","U"
"9762","Burnley","U"
"9763","Hull","M"
"9764","Doncaster","F"
"9765","Aberdeen","F"
"9766","Swindon","F"
"9767","Birmingham","F"
"9768","Derby","F"
"9769","Dundee","F"
"9770","Bristol","M"
"9771","Hull","F"
"9772","Swindon","F"
"9773","Oxford","F"
"9774","Doncaster","F"
"9775","Northampton","F"
"9776","Slough","F"
"9777","Swindon","F"
"9778","Newport","F"
"9779","Dundee","F"
"9780","Nottingham","F"
"9781","Swansea","F"
"9782","Liverpool","U"
"9783","Cardiff","F"
"9784","Preston","F"
"9785","Leeds","F"
"9786","Northampton","F"
"9787","","F"
"9788","Sheffield","F"
"9789","Blackpool","U"
"9790","","F"
"9791","Mansfield","F"
"9792","Swansea","U"
"9793","Hull","F"
"9794","Bradford","F"
"9795","Basildon","F"
"9796","Burnley","F"
"9797","Burnley","U"
"9798","Milton Keynes","F"
"9799","Plymouth","M"
"9800","Aldershot","F"
"9801","Swansea","U"
"9802","Glasgow","U"
"9803","Glasgow","U"
"9804","Oxford","F"
"9805","Exeter","F"
"9806","Gloucester","F"
"9807","Cambridge","F"
"9808","Aberdeen","F"
"9809","Southend","F"
"9810","Milton Keynes","U"
"9811","Edinburgh","F"
"9812","Middlesbrough","U"
"9813","Brighton","M"
"9814","National Average","F"
"9815","Manchester","F"
"9816","Huddersfield","F"
"9817","Belfast","F"
"9818","Plymouth","F"
"9819","London","U"
"9820","Swansea","U"
"9821","Huddersfield","U"
"9822","Portsmouth","F"
"9823","Swansea","F"
"9824","Swansea","F"
"9825","Sheffield","F"
"9826","Northampton","F"
"9827","Milton Keynes","F"
"9828","Doncaster","U"
"9829","Birkenhead","F"
"9830","Slough","F"
"9831","Burnley","F"
"9832","Belfast","U"
"9833","Brighton","F"
"9834","Middlesbrough","F"
"9835","Newcastle","F"
"9836","Burnley","F"
"9837","Northampton","M"
"9838","Birkenhead","U"
"9839","Birmingham","F"
"9840","Dundee","F"
"9841","Portsmouth","F"
"9842","Bradford","F"
"9843","Sheffield","F"
"9844","Huddersfield","F"
"9845","Ipswich","U"
"9846","Birkenhead","U"
"9847","Gloucester","U"
"9848","Bristol","F"
"9849","Birkenhead","F"
"9850","Mansfield","M"
"9851","Nottingham","F"
"9852","Swindon","U"
"9853","Preston","F"
"9854","Bristol","F"
"9855","Liverpool","F"
"9856","Northampton","F"
"9857","Huddersfield","F"
"9858","Leicester","F"
"9859","Manchester","U"
"9860","Southend","U"
"9861","Telford","U"
"9862","Glasgow","M"
"9863","Sunderland","F"
"9864","Liverpool","F"
"9865","Ipswich","F"
"9866","Preston","U"
"9867","Swansea","U"
"9868","Leeds","U"
"9869","Slough","U"
"9870","Birmingham","U"
"9871","Crawley","U"
"9872","Barnsley","F"
"9873","Southend","U"
"9874","Belfast","F"
"9875","Swindon","F"
"9876","Telford","F"
"9877","Wakefield","F"
"9878","Southend","F"
"9879","London","F"
"9880","Blackpool","U"
"9881","Plymouth","F"
"9882","Preston","F"
"9883","Exeter","F"
"9884","Burnley","U"
"9885","Liverpool","F"
"9886","Leeds","F"
"9887","Portsmouth","F"
"9888","Edinburgh","F"
"9889","London","U"
"9890","Nottingham","F"
"9891","Derby","F"
"9892","Sunderland","F"
"9893","National Average","F"
"9894","Middlesbrough","M"
"9895","Chatham","F"
"9896","Birkenhead","F"
"9897","Bradford","F"
"9898","Exeter","F"
"9899","Sheffield","F"
"9900","Crawley","U"
"9901","Cardiff","F"
"9902","Blackpool","U"
"9903","Bournemouth","F"
"9904","Blackpool","M"
"9905","Bradford","M"
"9906","Hull","F"
"9907","Preston","F"
"9908","Liverpool","F"
"9909","Ipswich","F"
"9910","Cardiff","F"
"9911","Crawley","F"
"9912","Cardiff","F"
"9913","Cardiff","F"
"9914","Huddersfield","F"
"9915","Gloucester","F"
"9916","Nottingham","F"
"9917","Cambridge","F"
"9918","","F"
"9919","Chatham","M"
"9920","Sunderland","F"
"9921","Middlesbrough","F"
"9922","National Average","F"
"9923","Telford","M"
"9924","Belfast","U"
"9925","Huddersfield","F"
"9926","London","F"
"9927","Wakefield","U"
"9928","Plymouth","F"
"9929","Mansfield","F"
"9930","Peterborough","M"
"9931","Sunderland","F"
"9932","Blackpool","M"
"9933","Cambridge","U"
"9934","Wakefield","F"
"9935","Cambridge","F"
"9936","Huddersfield","F"
"9937","Brighton","M"
"9938","Burnley","F"
"9939","Leeds","F"
"9940","Portsmouth","F"
"9941","Bournemouth","F"
"9942","Swansea","F"
"9943","Swansea","U"
"9944","Peterborough","F"
"9945","Chatham","F"
"9946","Middlesbrough","F"
"9947","Exeter","F"
"9948","Bradford","M"
"9949","Edinburgh","F"
"9950","Chatham","F"
"9951","Birmingham","F"
"9952","Manchester","F"
"9953","Norwich","U"
"9954","London","F"
"9955","Cambridge","F"
"9956","Bournemouth","F"
"9957","Cardiff","F"
"9958","Sheffield","F"
"9959","Liverpool","F"
"9960","Aberdeen","M"
"9961","Leeds","F"
"9962","Blackpool","M"
"9963","Barnsley","F"
"9964","Northampton","M"
"9965","Bradford","M"
"9966","Wakefield","U"
"9967","Newcastle","F"
"9968","Preston","F"
"9969","Belfast","F"
"9970","Bournemouth","U"
"9971","","U"
"9972","Ipswich","F"
"9973","Sheffield","F"
"9974","Hull","F"
"9975","Crawley","F"
"9976","Aberdeen","F"
"9977","Blackburn","F"
"9978","Coventry","F"
"9979","Barnsley","U"
"9980","Peterborough","F"
"9981","Basildon","F"
